11849 11849
7875 2557 32
2557 3161 32
3161 3402 48
3402 7124 48
7124 420 96
420 1066 32
1066 4622 32
4622 2256 32
2256 2804 32
2804 2423 32
2423 8559 32
8559 2944 32
2944 3962 96
3962 2717 64
2717 870 64
870 4391 64
4391 5208 64
5208 8930 32
8930 7427 32
7427 11016 48
11016 5823 48
5823 7137 99
7137 8831 39
8831 2349 110
2349 664 128
664 4736 96
4736 5963 64
5963 6301 128
6301 2682 128
2682 2752 64
2752 3346 85
3346 10306 64
10306 7544 123
7544 8428 33
8428 6155 64
6155 11165 32
11165 7186 32
7186 1245 64
1245 2816 32
2816 3353 64
3353 7201 64
7201 1423 32
1423 3230 32
3230 6673 64
6673 8206 32
8206 5840 64
5840 6336 32
6336 1793 32
1793 9389 64
9389 4337 64
4337 9773 32
9773 1613 32
1613 11408 64
11408 6541 32
6541 4374 64
4374 7382 32
7382 7980 32
7980 5701 230
5701 3197 96
3197 712 64
712 8872 32
8872 6938 114
6938 413 69
413 292 32
292 8003 64
8003 2581 32
2581 3300 32
3300 2759 182
2759 10068 121
10068 5238 48
5238 5627 32
5627 4800 115
4800 4439 144
4439 6306 221
6306 11700 96
11700 1292 64
1292 303 96
303 1863 110
1863 9800 110
9800 7963 96
7963 10911 32
10911 7424 64
7424 9984 110
9984 10012 32
10012 5297 32
5297 11278 110
11278 1056 64
1056 7002 128
7002 6002 110
6002 4830 110
4830 5053 96
5053 8207 110
8207 10219 110
10219 10098 128
10098 3194 64
3194 4681 96
4681 6879 110
6879 3111 96
3111 2233 64
2233 4105 110
4105 9116 64
9116 601 96
601 8033 110
8033 5619 96
5619 8380 64
8380 4276 110
4276 1258 64
1258 11482 96
11482 924 110
924 10001 96
10001 2914 64
2914 10509 128
10509 9262 110
9262 5841 96
5841 8160 110
8160 5122 110
5122 4106 96
4106 3965 110
3965 11825 64
11825 7509 32
7509 7072 128
7072 6455 64
6455 2629 128
2629 2703 96
2703 5331 146
5331 11831 128
11831 3333 64
3333 11742 111
11742 2128 112
2128 4114 64
4114 6050 96
6050 6553 96
6553 117 64
117 7283 112
7283 7259 112
7259 4488 112
4488 4964 110
4964 10956 112
10956 2449 110
2449 9084 112
9084 6217 110
6217 4 112
4 2765 110
2765 10665 112
10665 5078 110
5078 4038 112
4038 4636 128
4636 4079 110
4079 6201 110
6201 8416 110
8416 11255 110
11255 9999 110
9999 8011 144
8011 4182 112
4182 11431 64
11431 3011 110
3011 10380 64
10380 2363 112
2363 10079 110
10079 10748 112
10748 11847 64
11847 7733 111
7733 9384 140
9384 5744 64
5744 631 110
631 7729 64
7729 7041 110
7041 9238 64
9238 9818 96
9818 4062 110
4062 9000 110
9000 1555 110
1555 2587 96
2587 11319 64
11319 7830 110
7830 7359 64
7359 6955 96
6955 5829 128
5829 1086 64
1086 10845 64
10845 7175 64
7175 4326 96
4326 2723 110
2723 10503 96
10503 9473 64
9473 8743 64
8743 1412 64
1412 3760 111
3760 11829 111
11829 5559 64
5559 37 32
37 13 32
13 1731 32
1731 2281 32
2281 9539 64
9539 8652 32
8652 6143 32
6143 5996 59
5996 6941 99
6941 1571 59
1571 6687 64
6687 9647 32
9647 9992 32
9992 3243 64
3243 6274 64
6274 5040 32
5040 3565 64
3565 4329 32
4329 11723 32
11723 4773 64
4773 2008 32
2008 320 32
320 10980 96
10980 6364 32
6364 371 32
371 7080 32
7080 3222 96
3222 4794 64
4794 11091 32
11091 136 32
136 5632 96
5632 9302 32
9302 2401 32
2401 1880 64
1880 2383 32
2383 2646 32
2646 9692 64
9692 4099 32
4099 5707 32
5707 36 32
36 3378 64
3378 11740 32
11740 3862 222
3862 2091 32
2091 5895 32
5895 2070 64
2070 9515 32
9515 8703 96
8703 4741 128
4741 5609 64
5609 7753 32
7753 11334 92
11334 853 55
853 6562 32
6562 7436 32
7436 4924 32
4924 6374 32
6374 4866 64
4866 7248 32
7248 6005 32
6005 10173 64
10173 7465 64
7465 8614 169
8614 2837 32
2837 5162 97
5162 94 233
94 9959 96
9959 7541 32
7541 7518 140
7518 8393 32
8393 5427 32
5427 4826 96
4826 3851 32
3851 5423 64
5423 10339 32
10339 3115 32
3115 8873 32
8873 4524 32
4524 7630 65
7630 1701 69
1701 753 96
753 7580 32
7580 6862 64
6862 4827 32
4827 5549 288
5549 1924 96
1924 6782 65
6782 6195 89
6195 7485 32
7485 1852 32
1852 2799 64
2799 7421 32
7421 9330 96
9330 8716 64
8716 10142 32
10142 694 64
694 6127 32
6127 1686 64
1686 2883 32
2883 5354 32
5354 6081 96
6081 3094 32
3094 608 32
608 4021 96
4021 1770 32
1770 4383 85
4383 4702 32
4702 9299 32
9299 9934 96
9934 10196 32
10196 673 64
673 772 32
772 7913 64
7913 9313 85
9313 9356 32
9356 3022 64
3022 4942 201
4942 5340 32
5340 502 32
502 10088 32
10088 663 32
663 8114 84
8114 2535 84
2535 7772 64
7772 9599 64
9599 6538 84
6538 3438 124
3438 6337 64
6337 11598 32
11598 8590 32
8590 3507 32
3507 1940 48
1940 9157 48
9157 840 112
840 10465 98
10465 1752 73
1752 5429 110
5429 8171 256
8171 1991 110
1991 10245 48
10245 2320 121
2320 6316 80
6316 8985 80
8985 11533 110
11533 1020 110
1020 7447 144
7447 2869 96
2869 3867 96
3867 3574 80
3574 7954 112
7954 7182 110
7182 5952 112
5952 5200 80
5200 2545 96
2545 11394 96
11394 11635 128
11635 5903 64
5903 5775 48
5775 10950 48
10950 4699 48
4699 6107 48
6107 2811 32
2811 10496 48
10496 10841 64
10841 3870 48
3870 9854 64
9854 2662 76
2662 11190 112
11190 4778 110
4778 3780 112
3780 11522 73
11522 3737 73
3737 7221 73
7221 2280 155
2280 1475 110
1475 1582 160
1582 3280 48
3280 10028 110
10028 4515 112
4515 8325 73
8325 6742 73
6742 10305 112
10305 1831 64
1831 1285 64
1285 4503 85
4503 6810 140
6810 3479 110
3479 5641 48
5641 7893 64
7893 5485 110
5485 6728 144
6728 5847 64
5847 4455 112
4455 11561 121
11561 1019 48
1019 2686 64
2686 7046 48
7046 1025 32
1025 6895 32
6895 1389 64
1389 8301 161
8301 9875 123
9875 4320 160
4320 11296 110
11296 3187 110
3187 4664 160
4664 4737 110
4737 5274 48
5274 2970 121
2970 2852 128
2852 8000 112
8000 3372 64
3372 11170 214
11170 10355 59
10355 4118 32
4118 4428 32
4428 4997 32
4997 4449 64
4449 7127 64
7127 11432 170
11432 295 85
295 6028 115
6028 10154 32
10154 9049 111
9049 9519 203
9519 7071 112
7071 8253 112
8253 8437 115
8437 2216 32
2216 6876 32
6876 4035 80
4035 7994 48
7994 9435 64
9435 10697 110
10697 3485 112
3485 9695 112
9695 4263 160
4263 9582 96
9582 9594 96
9594 2797 110
2797 3495 64
3495 5393 85
5393 2680 32
2680 7658 64
7658 6292 110
6292 11836 96
11836 8249 111
8249 10739 107
10739 4367 110
4367 8733 85
8733 6614 111
6614 2287 110
2287 2034 128
2034 10875 110
10875 9174 110
9174 553 85
553 9039 85
9039 4959 110
4959 10412 128
10412 6920 144
6920 6495 110
6495 7512 73
7512 10602 73
10602 3250 110
3250 8989 144
8989 8032 80
8032 6510 110
6510 3587 98
3587 8080 98
8080 3731 73
3731 7246 64
7246 3736 85
3736 1771 85
1771 1628 110
1628 6388 80
6388 7475 192
7475 1777 110
1777 223 73
223 10752 73
10752 5404 110
5404 10137 144
10137 3439 110
3439 2871 64
2871 141 64
141 4200 110
4200 4489 128
4489 4653 110
4653 933 110
933 2072 110
2072 6868 48
6868 10299 48
10299 1785 32
1785 4697 32
4697 2016 64
2016 1209 64
1209 10693 64
10693 6532 111
6532 10942 112
10942 6966 160
6966 409 128
409 6360 32
6360 11735 146
11735 9627 64
9627 9003 64
9003 11647 32
11647 5723 110
5723 369 96
369 6113 96
6113 3541 85
3541 10026 64
10026 844 85
844 6019 85
6019 9400 110
9400 11718 128
11718 6700 96
6700 8452 96
8452 3418 112
3418 6722 75
6722 10790 110
10790 1012 128
1012 293 96
293 8928 64
8928 8759 110
8759 5494 64
5494 4269 96
4269 5009 110
5009 4298 96
4298 188 64
188 10446 64
10446 5599 128
5599 2333 64
2333 1929 85
1929 946 98
946 9862 110
9862 58 111
58 1213 111
1213 10763 64
10763 389 110
389 29 64
29 918 110
918 4452 64
4452 2902 112
2902 9123 110
9123 7751 110
7751 462 128
462 10497 64
10497 11491 110
11491 11706 110
11706 11778 111
11778 8144 139
8144 3322 110
3322 9952 128
9952 5282 110
5282 11675 112
11675 10453 110
10453 2824 110
2824 2600 112
2600 7173 128
7173 9645 128
9645 4112 64
4112 10371 64
10371 2093 64
2093 1238 48
1238 4416 64
4416 10211 224
10211 8741 250
8741 7181 110
7181 1138 110
1138 7564 110
7564 5224 110
5224 5082 95
5082 9948 33
9948 4427 64
4427 3201 33
3201 6276 54
6276 6986 75
6986 6990 64
6990 11774 64
11774 10835 64
10835 8615 32
8615 10828 64
10828 3905 32
3905 6129 32
6129 5431 230
5431 5808 96
5808 8425 110
8425 5499 96
5499 5376 128
5376 10105 80
10105 9792 110
9792 895 110
895 11445 144
11445 11071 96
11071 6930 110
6930 10192 96
10192 3132 110
3132 8539 48
8539 3584 48
3584 518 128
518 437 169
437 11664 64
11664 11336 128
11336 2208 64
2208 6271 96
6271 4253 110
4253 9541 73
9541 10172 101
10172 7429 48
7429 521 48
521 2223 32
2223 11780 32
11780 5145 110
5145 268 64
268 3330 96
3330 2583 110
2583 9371 96
9371 7035 64
7035 6296 110
6296 4774 64
4774 9163 96
9163 8760 110
8760 7735 96
7735 10613 64
10613 4998 110
4998 394 64
394 87 96
87 3289 128
3289 8435 110
8435 7147 110
7147 5910 174
5910 10746 33
10746 6054 32
6054 6145 32
6145 3202 64
3202 2991 32
2991 449 64
449 2175 64
2175 4526 64
4526 11728 64
11728 1129 32
1129 539 64
539 3425 69
3425 10367 32
10367 5888 69
5888 7671 85
7671 5770 32
5770 519 32
519 2404 32
2404 5964 100
5964 333 120
333 4498 96
4498 10438 80
10438 1264 112
1264 4233 46
4233 10286 87
10286 7743 59
7743 9890 151
9890 8235 124
8235 7178 111
7178 3004 112
3004 11112 144
11112 7521 131
7521 6527 96
6527 4926 94
4926 839 64
839 1510 64
1510 1524 94
1524 9634 64
9634 2101 94
2101 8006 64
8006 9239 64
9239 9675 160
9675 5747 131
5747 8242 96
8242 8943 101
8943 4387 112
4387 4931 112
4931 10899 112
10899 6073 94
6073 1084 119
1084 3225 80
3225 6153 94
6153 9448 64
9448 10507 109
10507 10388 109
10388 10975 109
10975 9993 64
9993 5280 128
5280 1973 96
1973 7769 64
7769 4003 64
4003 1003 32
1003 1442 32
1442 7747 32
7747 467 32
467 6548 32
6548 6863 32
6863 3024 32
3024 2733 96
2733 1667 128
1667 9797 64
9797 6625 32
6625 9277 76
9277 5794 155
5794 1214 96
1214 7012 32
7012 8736 32
8736 11343 32
11343 10311 32
10311 386 32
386 7680 32
7680 11695 32
11695 5734 64
5734 348 64
348 11001 59
11001 6494 99
6494 3186 59
3186 3529 64
3529 4956 32
4956 7567 32
7567 4842 32
4842 1766 128
1766 11614 32
11614 9297 64
9297 10589 32
10589 8900 64
8900 10084 96
10084 2117 32
2117 10874 64
10874 5445 32
5445 4905 96
4905 10770 128
10770 6214 96
6214 5293 32
5293 2131 128
2131 4986 32
4986 3991 32
3991 11113 64
11113 11062 64
11062 587 64
587 10227 32
10227 6668 32
6668 658 32
658 4996 32
4996 2275 32
2275 422 32
422 9929 64
9929 3297 32
3297 5478 32
5478 3155 32
3155 39 32
39 6117 226
6117 9162 144
9162 10547 64
10547 1192 224
1192 5636 32
5636 1619 32
1619 9802 32
9802 11116 32
11116 9492 32
9492 11290 64
11290 11419 96
11419 5160 96
5160 6975 48
6975 11104 48
11104 2457 64
2457 9334 64
9334 4002 48
4002 4285 80
4285 3393 32
3393 1574 32
1574 3365 80
3365 3261 48
3261 3364 32
3364 1074 32
1074 6845 64
6845 5672 64
5672 9222 64
9222 4676 64
4676 3279 128
3279 4809 96
4809 8613 64
8613 7184 64
7184 1944 32
1944 4020 32
4020 6995 32
6995 9312 32
9312 3217 32
3217 10405 32
10405 9665 32
9665 3793 64
3793 2253 32
2253 5953 64
5953 10563 96
10563 4539 64
4539 3558 64
3558 9395 64
9395 8903 32
8903 1527 32
1527 4937 32
4937 9011 32
9011 5563 96
5563 7226 128
7226 3338 32
3338 9845 64
9845 8322 96
8322 1251 32
1251 4980 32
4980 9434 89
9434 11341 168
11341 3621 208
3621 9812 110
9812 3653 111
3653 5768 112
5768 8115 72
8115 2247 33
2247 118 32
118 7129 85
7129 10327 32
10327 3255 32
3255 2775 32
2775 4995 32
4995 476 37
476 9598 86
9598 9768 43
9768 10690 32
10690 4881 64
4881 290 64
290 5302 48
5302 10250 48
10250 3040 64
3040 2058 64
2058 10342 64
10342 5908 64
5908 8541 32
8541 5651 32
5651 6628 48
6628 10703 48
10703 8751 64
8751 9176 64
9176 6689 96
6689 4953 64
4953 1685 32
1685 10430 64
10430 5836 32
5836 123 32
123 10913 32
10913 2821 32
2821 6611 32
6611 3195 32
3195 6696 32
6696 4029 64
4029 10989 64
10989 10526 96
10526 7386 128
7386 5979 64
5979 8363 64
8363 1424 64
1424 11135 64
11135 3600 32
3600 11048 32
11048 4584 48
4584 7105 64
7105 9376 48
9376 751 48
751 919 64
919 7818 48
7818 4219 64
4219 7177 64
7177 4373 48
4373 2114 64
2114 822 80
822 4005 96
4005 2667 64
2667 2699 32
2699 2007 32
2007 10807 32
10807 2551 32
2551 4687 32
4687 1017 224
1017 6811 64
6811 6848 144
6848 4763 48
4763 4951 79
4951 11352 203
11352 8450 224
8450 9752 64
9752 3200 192
3200 424 96
424 3309 220
3309 3035 32
3035 2694 32
2694 11331 64
11331 7706 32
7706 5727 32
5727 6927 32
6927 5349 32
5349 5472 32
5472 11229 32
11229 2313 64
2313 9891 32
9891 299 32
299 4941 32
4941 894 32
894 10908 32
10908 6914 32
6914 4580 32
4580 6903 32
6903 3205 32
3205 4073 226
4073 6225 208
6225 11370 109
11370 1011 109
1011 2373 112
2373 2203 250
2203 7267 169
7267 1830 241
1830 8782 109
8782 9274 109
9274 7094 256
7094 11051 128
11051 2984 64
2984 9737 32
9737 7579 32
7579 3216 32
3216 1728 32
1728 9666 32
9666 9286 212
9286 21 64
21 1909 131
1909 1366 128
1366 6339 64
6339 6798 64
6798 9937 64
9937 8362 64
8362 7632 64
7632 8392 32
8392 6402 32
6402 4984 32
4984 10780 32
10780 5054 32
5054 2147 64
2147 2416 112
2416 5878 48
5878 4042 32
4042 4126 32
4126 10409 109
10409 8109 91
8109 3246 301
3246 2514 64
2514 590 96
590 11754 32
11754 1207 32
1207 4543 32
4543 9668 64
9668 4744 64
4744 11019 64
11019 9367 33
9367 11393 89
11393 1232 81
1232 11841 75
11841 9497 44
9497 1508 32
1508 9945 32
9945 9328 32
9328 5436 32
5436 4975 96
4975 11257 192
11257 10425 64
10425 9640 112
9640 7200 112
7200 11441 111
11441 1229 111
1229 4818 182
4818 1135 33
1135 2502 32
2502 555 32
555 4058 32
4058 2088 32
2088 7744 32
7744 167 32
167 1711 32
1711 5116 64
5116 7853 32
7853 6960 32
6960 8469 64
8469 3112 64
3112 5205 198
5205 2187 96
2187 5818 64
5818 1829 64
1829 11467 111
11467 6880 110
6880 9608 128
9608 6142 32
6142 1370 32
1370 2402 32
2402 10915 64
10915 4304 64
4304 8021 44
8021 2078 111
2078 9219 48
9219 2214 32
2214 10208 64
10208 6587 64
6587 2487 154
2487 6525 64
6525 6124 110
6124 9980 32
9980 9402 32
9402 3899 80
3899 1137 96
1137 8075 48
8075 11495 32
11495 8277 32
8277 9969 48
9969 4134 110
4134 8534 80
8534 9670 80
9670 993 154
993 11484 80
11484 10530 80
10530 9517 144
9517 10267 64
10267 5026 131
5026 9584 91
9584 5367 155
5367 3936 80
3936 2467 64
2467 885 128
885 6543 64
6543 9164 32
9164 1933 32
1933 3422 32
3422 9077 48
9077 3813 208
3813 7353 250
7353 6772 69
6772 11608 64
11608 3516 32
3516 5124 64
5124 746 32
746 9429 96
9429 2920 32
2920 10085 32
10085 8894 32
8894 10539 64
10539 2832 33
2832 8058 42
8058 8102 151
8102 8732 32
8732 523 64
523 2229 158
2229 5839 48
5839 10316 96
10316 8529 96
8529 5049 48
5049 3730 80
3730 3464 96
3464 9023 64
9023 1506 48
1506 635 48
635 10592 48
10592 5568 198
5568 3099 131
3099 7577 112
7577 5453 176
5453 9909 144
9909 4528 144
4528 2548 64
2548 8054 64
8054 7293 64
7293 5498 64
5498 10375 96
10375 2347 96
2347 1651 64
1651 11719 32
11719 4068 32
4068 1230 48
1230 4872 48
4872 4419 64
4419 10999 64
10999 263 64
263 166 85
166 1161 73
1161 4755 110
4755 11606 112
11606 9050 64
9050 9846 64
9846 11037 96
11037 3317 64
3317 11203 64
11203 4315 48
4315 5694 267
5694 8715 90
8715 10193 162
10193 6547 64
6547 10534 64
10534 3592 172
3592 2291 118
2291 8548 92
8548 4156 161
4156 2133 69
2133 7648 65
7648 4130 32
4130 6773 64
6773 9502 32
9502 6172 136
6172 7000 98
7000 1219 32
1219 2962 219
2962 492 112
492 9177 64
9177 1709 64
1709 4573 48
4573 6196 32
6196 3669 32
3669 6653 64
6653 3634 110
3634 5088 96
5088 11210 80
11210 5557 162
5557 9912 96
9912 942 64
942 2479 128
2479 11361 32
11361 2236 69
2236 3723 129
3723 9680 224
9680 10920 160
10920 4811 112
4811 7610 128
7610 11826 96
11826 850 64
850 4706 154
4706 1474 64
1474 10891 96
10891 8584 101
8584 114 101
114 2121 46
2121 9121 87
9121 9667 87
9667 11345 112
11345 1976 110
1976 2307 160
2307 4598 110
4598 1543 110
1543 10240 83
10240 4027 99
4027 3165 96
3165 8299 80
8299 3840 110
3840 11097 80
11097 891 96
891 9197 110
9197 8932 96
8932 4193 80
4193 6290 128
6290 5576 87
5576 6601 63
6601 823 33
823 6858 64
6858 10928 32
10928 8196 104
8196 7800 64
7800 10495 78
10495 879 64
879 1080 32
1080 754 188
754 3433 112
3433 833 112
833 1672 110
1672 9991 53
9991 3985 68
3985 3828 39
3828 10684 83
10684 10676 112
10676 9635 64
9635 9592 64
9592 10125 112
10125 3412 73
3412 1022 73
1022 3499 125
3499 7975 125
7975 9844 110
9844 8803 111
8803 8274 64
8274 4839 33
4839 7588 33
7588 309 128
309 4390 65
4390 5310 107
5310 5949 32
5949 9411 32
9411 3478 64
3478 9822 64
9822 6492 48
6492 10973 242
10973 1146 73
1146 1699 73
1699 6637 73
6637 10641 85
10641 4756 64
4756 10809 64
10809 2966 64
2966 5361 64
5361 4661 85
4661 5646 64
5646 5688 80
5688 4300 73
4300 6621 73
6621 5330 73
5330 11646 64
11646 4520 96
4520 9344 64
9344 2917 64
2917 4171 112
4171 1289 90
1289 4057 352
4057 331 90
331 8370 112
8370 5001 92
5001 6981 82
6981 2104 64
2104 6419 80
6419 7452 48
7452 9399 172
9399 10965 247
10965 7236 124
7236 1153 48
1153 3706 80
3706 207 137
207 10666 80
10666 3589 32
3589 11221 44
11221 3374 637
3374 1208 206
1208 1970 233
1970 9956 33
9956 6248 89
6248 910 33
910 6167 69
6167 4190 32
4190 3193 32
3193 447 32
447 5752 128
5752 9735 32
9735 545 32
545 9779 64
9779 9070 147
9070 4444 32
4444 1058 128
1058 7531 32
7531 7621 64
7621 7640 32
7640 11795 131
11795 9182 69
9182 9147 32
9147 10683 32
10683 4606 32
4606 5460 32
5460 3542 32
3542 6937 128
6937 3810 32
3810 6076 64
6076 7351 64
7351 4093 32
4093 9401 128
9401 4239 32
4239 6711 32
6711 2146 64
2146 1198 32
1198 2996 224
2996 7548 32
7548 7284 160
7284 4097 440
4097 1819 80
1819 6326 80
6326 10242 144
10242 11066 144
11066 8172 32
8172 6713 112
6713 10944 64
10944 10166 74
10166 11731 96
11731 9044 33
9044 3488 32
3488 2948 32
2948 1908 65
1908 2328 75
2328 8112 140
8112 10349 64
10349 1891 85
1891 10484 85
10484 10995 76
10995 6215 71
6215 8159 64
8159 11524 64
11524 5666 64
5666 6926 64
6926 4001 64
4001 7336 115
7336 9906 124
9906 7715 65
7715 11457 97
11457 10625 32
10625 3968 32
3968 1126 32
1126 10124 32
10124 3154 190
3154 1009 48
1009 9112 48
9112 8891 128
8891 10198 128
10198 9104 64
9104 5881 160
5881 10597 111
10597 513 133
513 9348 32
9348 202 64
202 11207 64
11207 6840 64
6840 8250 96
8250 8161 32
8161 9970 96
9970 3481 111
3481 1776 125
1776 9270 73
9270 6090 73
6090 10837 80
10837 8926 32
8926 10386 48
10386 11798 48
11798 9963 32
9963 1478 64
1478 9160 32
9160 4396 32
4396 9834 32
9834 6017 32
6017 3677 144
3677 423 48
423 3531 32
3531 3139 32
3139 2637 64
2637 5698 80
5698 5558 180
5558 4677 188
4677 4922 154
4922 7866 80
7866 5471 91
5471 5648 104
5648 6039 115
6039 3585 111
3585 3142 130
3142 759 105
759 10569 76
10569 5399 32
5399 6961 32
6961 5290 32
5290 1391 80
1391 4546 137
4546 5960 64
5960 3522 110
3522 8384 64
8384 7718 144
7718 3054 112
3054 5535 111
5535 5565 64
5565 4856 48
4856 8039 110
8039 11005 110
11005 11743 192
11743 3117 128
3117 4596 64
4596 5553 128
5553 6654 128
6654 5521 134
5521 1363 44
1363 11139 32
11139 11634 64
11634 706 80
706 10533 110
10533 8272 176
8272 8710 64
8710 3184 128
3184 8956 32
8956 6871 32
6871 3772 80
3772 2746 96
2746 11120 64
11120 7852 48
7852 150 32
150 5677 32
5677 9886 128
9886 6046 64
6046 1915 32
1915 7906 64
7906 6847 110
6847 96 80
96 2592 80
2592 4364 96
4364 3879 96
3879 6861 160
6861 9056 195
9056 2561 112
2561 1811 208
1811 9350 216
9350 100 43
100 7231 66
7231 4966 119
4966 6923 94
6923 6359 32
6359 1754 32
1754 4363 32
4363 2371 48
2371 4025 48
4025 1257 80
1257 6285 111
6285 4469 102
4469 2931 69
2931 2198 34
2198 10281 89
10281 8516 32
8516 2439 69
2439 835 65
835 4793 85
4793 7774 32
7774 10396 64
10396 3608 65
3608 1480 59
1480 11682 32
11682 10710 32
10710 4632 48
4632 6001 110
6001 6335 80
6335 5508 80
5508 6515 80
6515 3239 96
3239 3686 64
3686 4766 85
4766 8210 85
8210 434 32
434 8851 32
8851 9939 48
9939 5130 48
5130 4070 32
4070 1273 48
1273 3999 80
3999 6164 80
6164 9067 144
9067 306 64
306 2064 80
2064 6421 110
6421 3777 48
3777 9242 32
9242 7914 64
7914 10559 110
10559 9043 64
9043 5461 80
5461 3877 157
3877 1531 128
1531 5299 64
5299 11214 115
11214 4570 32
4570 8175 32
8175 1087 32
1087 10584 64
10584 843 64
843 4213 32
4213 7021 121
7021 2963 80
2963 9025 112
9025 5898 69
5898 3174 107
3174 3227 112
3227 7158 154
7158 6545 112
6545 3642 96
3642 9158 32
9158 6471 67
6471 935 33
935 10209 32
10209 8246 32
8246 2676 33
2676 5598 69
5598 7492 33
7492 7415 69
7415 11623 32
11623 7496 96
7496 7374 64
7374 1450 64
1450 2493 32
2493 9914 32
9914 7316 96
7316 6604 64
6604 2584 96
2584 4989 145
4989 9796 64
9796 6610 128
6610 1471 80
1471 1851 48
1851 3718 121
3718 6929 128
6929 3136 48
3136 10374 32
10374 7258 32
7258 10847 32
10847 7428 32
7428 355 96
355 3102 192
3102 10880 264
10880 7009 69
7009 11328 84
11328 9409 33
9409 144 32
144 335 79
335 5060 69
5060 10850 32
10850 9454 32
9454 10202 32
10202 2722 32
2722 9466 33
9466 2222 89
2222 7095 81
7095 8560 104
8560 10887 121
10887 5207 202
5207 9559 155
9559 5610 32
5610 2791 32
2791 9030 32
9030 9185 48
9185 6721 48
6721 7571 32
7571 4974 48
4974 9615 48
9615 10663 160
10663 8684 163
8684 356 96
356 6079 32
6079 11368 32
11368 338 32
338 6436 65
6436 7257 84
7257 9776 42
9776 4353 74
4353 3548 51
3548 11505 96
11505 8983 64
8983 2732 33
2732 731 64
731 2442 182
2442 9134 96
9134 9756 32
9756 9753 48
9753 10232 169
10232 10164 112
10164 9481 48
9481 6327 111
6327 11469 155
11469 341 110
341 72 110
72 6243 110
6243 863 110
863 4733 110
4733 4183 137
4183 10993 96
10993 5284 48
5284 7922 32
7922 11020 110
11020 1239 80
1239 9702 110
9702 2285 110
2285 2069 110
2069 6517 80
6517 9998 110
9998 5034 110
5034 2015 96
2015 8659 222
8659 5416 64
5416 8454 64
8454 627 220
627 4853 110
4853 8445 80
8445 1843 96
1843 6052 110
6052 4978 115
4978 1886 112
1886 2614 32
2614 68 32
68 3649 64
3649 358 96
358 6734 96
6734 2002 64
2002 4762 96
4762 2967 128
2967 10029 128
10029 660 144
660 6420 125
6420 1615 169
1615 3551 80
3551 4920 73
4920 11195 111
11195 7732 64
7732 1741 64
1741 10743 128
10743 5545 48
5545 2863 48
2863 1159 32
1159 4222 32
4222 8311 64
8311 2532 94
2532 6806 111
6806 7799 96
7799 2103 64
2103 6716 96
6716 3818 110
3818 11078 96
11078 771 64
771 1236 96
1236 9271 124
9271 10616 82
10616 6752 238
6752 9700 160
9700 3167 32
3167 3336 142
3336 4168 96
4168 5749 32
5749 5714 64
5714 1016 64
1016 9551 32
9551 11118 105
11118 3808 95
3808 8979 80
8979 3937 32
3937 11442 32
11442 9153 110
9153 4377 110
4377 3383 144
3383 40 110
40 1242 48
1242 2159 121
2159 8409 182
8409 2381 32
2381 1008 32
1008 8167 96
8167 5248 96
5248 4087 32
4087 2861 32
2861 7114 32
7114 7742 32
7742 278 96
278 9053 32
9053 10520 160
10520 6356 32
6356 11251 112
11251 1739 112
1739 1220 32
1220 573 32
573 5071 32
5071 4358 32
4358 2163 192
2163 6958 220
6958 10478 192
10478 3351 32
3351 3294 32
3294 2196 32
2196 8965 32
8965 10955 112
10955 3135 112
3135 9958 32
9958 5778 111
5778 10397 232
10397 726 64
726 10120 64
10120 7050 64
7050 4795 32
4795 1833 32
1833 7239 32
7239 2486 115
2486 7661 81
7661 4232 33
4232 6690 75
6690 2758 85
2758 6254 44
6254 4440 202
4440 5438 117
5438 3547 133
3547 1355 111
1355 9155 140
9155 7665 73
7665 4330 172
4330 11600 96
11600 10884 32
10884 5317 111
5317 7091 64
7091 9465 32
9465 2593 69
2593 11310 64
11310 7794 114
7794 275 160
275 5673 69
5673 3127 85
3127 2168 65
2168 4637 334
4637 395 222
395 6250 80
6250 1987 69
1987 6097 75
6097 11395 208
11395 4841 192
4841 10100 80
10100 6123 96
6123 2829 128
2829 6956 128
6956 1152 48
1152 452 96
452 6175 64
6175 11212 64
11212 576 64
576 8555 32
8555 3053 32
3053 4140 64
4140 2875 64
2875 8364 64
8364 8227 288
8227 8686 32
8686 5933 96
5933 6307 64
6307 11399 96
11399 1484 825
1484 9789 43
9789 3987 165
3987 11059 32
11059 11551 78
11551 1278 112
1278 9355 144
9355 2726 32
2726 2365 192
2365 872 64
872 6059 128
6059 745 32
745 10669 128
10669 1669 64
1669 4723 96
4723 3691 32
3691 6159 288
6159 5186 64
5186 2718 64
2718 5138 64
5138 1496 32
1496 3783 32
3783 11767 64
11767 1072 64
1072 687 64
687 2663 96
2663 1688 32
1688 5906 155
5906 11325 124
11325 1300 79
1300 4434 80
4434 10902 80
10902 2900 192
2900 10585 192
10585 6194 80
6194 10549 48
10549 4199 112
4199 4279 137
4279 6624 128
6624 4496 64
4496 1406 128
1406 2555 32
2555 10359 32
10359 1082 48
1082 657 48
657 1514 80
1514 11374 48
11374 10390 128
10390 3221 128
3221 5710 32
5710 2481 32
2481 2367 48
2367 6599 48
6599 8589 96
8589 565 64
565 7927 55
7927 6378 67
6378 10791 64
10791 7854 64
7854 43 32
43 6262 64
6262 8307 32
8307 2169 32
2169 3717 32
